labels,cnt
3,67
2,52
0,29
0,77
3,104
1,136
4,28
2,110
3,108
3,92
3,262
3,115
1,62
1,196
4,29
2,175
2,68
4,84
0,130
2,28
2,80
0,81
0,204
4,46
4,70
0,211
1,57
3,96
3,37
0,265
0,410
0,94
1,81
4,31
4,53
4,115
1,71
0,198
4,147
0,26
0,233
4,36
4,30
2,119
2,392
1,364
2,84
1,28
3,250
1,193
3,41
1,264
2,63
3,166
1,225
2,76
1,101
2,346
3,103
0,104
4,188
0,89
2,50
0,232
3,58
3,41
4,168
3,115
3,158
3,15
3,80
3,79
2,54
4,126
2,274
2,54
1,87
3,64
1,66
2,38
2,48
1,139
1,19
4,64
3,33
2,132
4,71
3,95
4,85
3,133
0,180
1,52
1,64
1,135
2,190
0,136
2,110
4,26
3,30
4,62
4,54
0,156
1,118
1,248
1,72
1,49
1,43
3,49
4,115
0,118
2,135
1,108
4,168
4,30
4,99
0,75
2,93
1,41
0,226
4,240
3,25
4,130
1,95
4,37
4,87
1,43
1,286
3,564
3,184
3,39
4,111
1,192
2,129
2,279
2,195
0,28
1,192
1,680
1,62
1,415
1,67
0,223
4,52
4,29
4,49
0,48
2,241
4,28
2,150
1,85
2,49
1,341
4,85
1,450
2,29
0,210
2,50
2,89
0,313
1,76
2,107
3,118
2,136
2,178
4,505
2,64
0,55
2,165
0,64
2,77
3,145
0,58
4,82
0,62
3,47
2,20
0,19
2,202
2,62
3,74
3,42
2,25
2,83
2,147
2,124
2,97
0,30
3,149
0,344
1,28
1,180
4,250
2,37
1,108
0,219
3,116
0,53
4,89
4,21
1,28
4,103
3,84
3,137
2,12
4,29
1,65
3,57
0,29
2,284
2,109
2,171
2,68
1,294
3,209
2,29
4,147
3,53
2,207
0,215
3,155
2,378
1,74
2,40
1,16
1,108
2,111
4,137
3,244
2,94
1,171
4,145
3,179
4,68
1,28
3,64
4,38
0,46
0,30
2,38
1,109
3,38
2,143
1,99
3,302
0,248
1,21
1,149
1,44
4,85
4,25
1,69
3,39
0,182
4,417
3,146
3,30
2,40
1,23
0,117
2,24
2,80
3,63
2,64
4,199
4,149
0,26
0,79
0,92
0,46
1,88
2,542
2,34
0,120
2,186
1,82
2,100
2,27
3,63
0,33
1,119
3,158
0,440
0,130
2,147
2,162
3,60
4,44
4,25
4,40
3,98
1,265
1,197
0,36
3,66
4,294
4,56
2,74
3,68
2,183
0,24
0,90
1,114
3,40
2,27
4,110
0,41
0,79
0,65
4,24
0,92
0,41
1,32
3,27
1,42
4,92
1,41
0,86
3,34
0,169
4,11
1,45
4,175
0,83
0,173
1,241
0,76
1,143
2,158
3,73
0,28
4,57
1,405
0,37
0,111
2,63
3,75
1,127
4,69
0,139
3,60
0,55
4,37
3,140
1,90
0,94
4,59
2,193
4,39
2,167
4,40
0,123
1,39
3,105
1,22
0,232
2,57
0,245
1,173
0,114
1,141
1,39
2,176
4,118
4,46
3,87
0,452
3,263
4,41
1,54
2,153
0,33
4,64
0,119
3,79
1,13
2,106
1,38
1,63
2,169
2,44
4,47
2,133
1,58
2,53
3,108
3,480
0,488
2,87
1,120
3,77
0,24
3,845
4,342
4,74
1,178
3,174
2,83
2,22
2,33
0,52
3,77
2,103
4,51
1,116
2,113
3,81
2,101
0,41
1,77
4,312
0,98
3,159
4,71
1,99
2,187
0,215
3,81
1,26
2,55
0,35
1,193
3,75
0,106
2,78
2,57
2,38
2,15
1,129
4,45
4,140
4,31
1,310
2,356
1,73
0,86
2,177
0,14
4,32
2,83
0,196
2,82
0,165
1,89
3,17
4,93
2,502
1,221
0,180
4,22
2,190
3,54
0,82
0,55
2,320
2,117
4,196
3,168
0,162
2,623
0,193
0,77
3,332
1,303
3,158
4,31
4,57
2,238
0,570
3,177
2,142
4,137
4,35
0,64
1,62
0,214
3,40
2,20
1,217
1,260
2,76
4,46
0,93
2,110
0,41
2,272
4,44
4,77
1,38
2,58
1,50
2,207
4,152
3,91
0,192
0,107
0,217
0,109
3,333
0,79
3,58
2,162
0,25
3,61
2,273
1,35
4,67
3,156
0,46
3,79
2,208
1,106
1,45
1,135
0,97
2,104
2,120
0,131
1,16
0,174
2,75
2,174
3,519
0,598
0,313
3,158
0,57
0,61
2,95
1,12
1,57
2,334
0,80
3,58
4,12
3,14
1,57
1,82
2,67
0,89
1,63
2,84
3,85
4,391
4,51
0,86
0,55
2,207
0,28
4,41
1,54
4,31
4,69
1,75
0,174
3,145
2,79
0,137
4,68
3,39
1,35
2,48
1,136
3,277
4,91
0,75
3,85
1,23
0,50
4,111
1,148
2,83
3,61
1,84
2,133
4,33
1,193
3,47
1,241
2,27
1,239
4,86
4,26
3,103
4,40
1,31
3,122
0,34
1,522
2,276
2,112
3,280
0,122
1,61
1,120
2,85
1,58
0,113
0,217
1,59
4,42
1,209
1,303
0,72
1,37
0,155
0,343
0,92
2,58
2,129
2,78
3,68
0,33
4,83
1,175
2,16
2,29
0,236
3,251
4,29
2,147
2,25
0,58
2,54
1,54
4,30
3,35
0,27
1,139
4,59
3,267
3,204
1,63
3,159
0,65
3,508
4,92
0,1048
2,249
2,199
4,59
3,182
3,21
4,24
2,111
4,70
0,41
3,11
1,237
0,42
3,50
4,136
2,93
4,65
2,259
4,33
2,203
0,135
2,60
4,93
4,89
1,288
4,29
0,332
2,15
4,47
1,52
2,33
4,89
4,57
3,56
1,154
1,62
0,433
1,62
3,50
0,46
1,158
2,188
4,70
2,116
1,66
2,18
1,284
0,71
1,139
4,66
2,20
4,42
3,54
2,242
3,117
1,36
4,67
3,153
2,87
2,99
2,240
1,187
3,76
3,87
3,108
1,56
3,25
3,120
3,74
2,50
0,126
0,28
3,111
0,31
3,119
1,50
3,390
1,129
4,77
2,163
0,108
1,29
3,56
0,142
0,153
2,112
3,182
2,37
4,47
1,230
0,145
1,101
2,99
3,164
0,111
3,616
4,156
2,107
3,125
1,265
2,138
4,26
3,21
3,432
3,123
3,45
2,165
3,92
1,190
2,103
1,68
1,37
3,43
3,30
2,359
1,157
4,68
3,131
1,47
3,121
3,99
2,270
2,353
2,129
4,83
2,323
0,254
4,55
3,35
4,78
0,118
4,41
1,134
2,83
3,314
4,77
1,151
2,34
4,25
1,165
1,67
1,472
1,243
0,76
0,127
2,104
2,209
3,138
0,99
0,292
2,69
4,20
1,175
0,31
3,230
3,128
0,378
1,74
2,115
3,55
4,139
1,131
3,222
3,144
2,18
1,427
0,160
3,401
2,54
1,275
2,70
0,63
3,159
2,134
2,33
1,191
0,100
0,490
0,177
2,70
2,25
3,250
3,79
3,514
0,110
2,178
1,124
4,57
2,109
2,216
0,107
2,63
1,180
3,65
1,425
2,74
1,322
3,34
0,105
1,149
3,100
4,19
4,71
1,58
4,91
0,247
3,214
4,48
3,76
4,89
3,97
1,144
1,79
1,90
0,237
1,115
3,95
4,70
3,90
2,103
3,72
0,48
4,23
2,65
1,98
0,289
0,190
3,98
2,151
2,396
1,390
1,99
4,20
3,53
3,46
2,34
3,29
0,268
2,50
2,77
2,65
3,102
4,16
3,12
1,28
0,23
0,526
3,35
0,51
3,49
1,17
0,104
2,255
3,58
4,32
1,108
3,34
0,300
1,69
0,110
1,46
0,24
2,44
4,20
2,48
1,29
1,231
1,224
4,29
1,76
1,595
2,28
2,94
4,46
0,56
1,142
4,54
2,174
4,100
0,108
3,63
0,149
1,138
0,67
2,143
1,109
3,57
3,67
1,107
2,20
2,76
4,475
1,129
3,280
0,93
3,155
0,117
2,55
0,290
2,106
3,45
3,168
4,168
4,67
4,134
3,85
0,183
4,54
1,205
4,311
4,133
4,19
1,20
2,393
4,43
2,145
2,100
2,59
0,109
0,25
2,869
2,463
1,227
1,61
3,37
2,38
3,88
4,189
1,38
0,94
2,159
4,40
2,10
3,108
0,69
0,113
3,69
0,181
2,366
3,8
2,10
3,193
2,108
2,151
3,155
3,136
3,538
4,64
4,26
2,51
1,51
1,43
0,56
1,348
3,31
2,210
4,86
0,102
3,187
0,146
4,65
3,187
1,199
1,75
0,192
0,121
2,37
3,78
2,39
0,204
4,62
1,96
0,40
1,356
2,50
0,21
2,56
0,49
0,413
0,310
4,76
2,168
4,73
0,28
3,100
3,190
1,104
0,148
4,55
4,131
4,64
2,211
0,115
4,19
3,112
0,490
3,133
4,44
0,143
4,106
2,10
1,89
3,37
2,250
2,233
2,298
3,247
0,49
2,170
3,179
3,235
4,97
2,185
2,43
3,331
1,77
4,19
3,87
1,7
2,60
4,68
0,175
0,22
0,70
1,248
2,124
3,173
3,67
2,78
3,109
1,52
4,64
0,35
3,66
1,95
2,115
1,232
0,45
3,118
0,60
3,77
1,556
3,92
0,207
3,26
2,528
2,117
1,59
1,85
1,143
3,159
2,58
2,57
2,119
3,74
4,209
4,104
0,221
0,279
4,61
2,30
2,84
1,159
2,75
2,60
3,155
2,24
4,36
3,117
2,138
4,149
2,20
3,55
1,111
2,124
2,240
1,47
1,142
3,240
1,106
0,45
4,131
0,23
0,128
4,31
3,48
0,41
1,641
0,178
2,36
2,79
3,65
1,94
0,160
0,503
0,12
0,47
4,55
3,49
1,81
0,174
0,121
3,309
2,26
0,338
0,82
2,183
2,351
2,79
0,81
3,229
4,74
2,35
0,36
2,127
4,74
0,47
3,50
3,51
3,42
1,162
1,126
3,22
1,19
2,92
1,169
1,106
4,19
3,53
3,126
4,77
2,66
4,145
3,16
0,637
4,714
3,67
1,76
2,178
2,40
4,33
1,103
0,101
4,15
2,92
0,37
0,126
0,65
2,78
4,122
4,41
4,16
2,32
3,92
3,126
3,218
0,51
2,43
0,238
3,145
1,132
2,33
0,67
1,76
0,118
1,52
2,172
0,168
0,139
2,89
1,260
4,135
4,410
2,16
0,405
4,132
1,137
2,31
0,810
2,57
4,38
4,95
0,280
4,73
0,93
4,66
3,80
0,31
0,75
3,21
1,102
0,68
3,27
4,107
1,197
1,39
0,110
4,27
2,52
1,422
3,72
4,102
3,88
1,221
0,248
3,139
2,59
2,67
2,41
2,157
2,241
0,217
4,49
3,101
4,49
3,18
2,70
0,152
0,65
0,148
2,109
1,170
1,338
4,78
2,130
0,73
4,36
3,66
1,29
2,274
2,55
3,121
4,368
1,48
4,128
0,221
2,77
3,217
2,79
2,81
3,67
3,33
3,241
2,111
0,113
3,168
0,287
4,152
4,88
4,128
3,32
2,125
2,104
1,116
3,74
1,152
3,146
0,79
3,112
3,86
0,288
2,332
2,135
3,112
2,441
0,63
4,69
3,26
0,144
2,83
3,163
3,19
2,37
1,94
4,43
0,43
0,75
1,25
0,129
1,48
1,375
2,7
2,131
2,26
3,91
0,96
4,30
4,51
4,26
0,273
3,41
2,43
4,114
2,228
1,200
4,64
4,31
3,196
3,57
0,70
0,941
4,33
2,406
0,246
2,47
2,174
4,70
2,264
4,118
4,41
2,31
0,56
1,65
4,34
2,123
1,190
4,19
4,38
2,17
2,57
1,170
0,10
2,81
1,147
1,108
4,62
2,194
0,93
3,165
4,152
2,34
1,56
0,83
3,160
4,102
3,322
4,117
4,23
0,22
2,159
4,74
1,38
1,80
2,39
1,400
0,91
1,87
0,107
2,198
1,333
1,464
4,179
2,82
4,146
4,84
1,347
1,81
0,25
4,192
2,96
1,154
1,261
0,115
1,171
2,51
3,42
0,92
3,21
0,28
3,202
0,417
2,51
0,57
2,97
4,38
0,64
4,48
4,83
2,87
1,182
4,46
4,42
3,201
0,36
0,255
1,74
4,184
2,71
3,22
4,63
3,54
2,68
3,85
0,127
1,44
1,144
2,159
1,751
0,158
0,170
3,41
4,76
1,415
4,22
2,35
2,108
1,287
0,181
3,48
3,206
2,49
1,328
3,246
2,36
4,25
2,78
2,159
0,166
2,278
3,82
2,60
4,36
4,207
0,79
3,81
4,18
4,34
0,44
1,139
1,208
1,141
2,28
1,204
2,18
0,252
2,51
0,432
3,97
2,102
2,20
3,51
1,77
0,22
4,22
2,84
1,178
0,178
2,389
0,74
1,190
0,119
3,91
1,80
2,219
1,150
1,135
2,184
2,35
1,17
3,143
3,303
4,73
2,134
4,64
4,62
0,17
4,55
0,674
1,90
4,31
3,138
4,24
1,183
2,103
3,255
3,21
1,365
4,25
3,204
4,40
3,112
0,85
4,24
2,9
2,75
0,126
0,37
4,49
2,428
1,214
2,185
0,108
2,127
4,128
3,264
2,205
4,90
3,117
3,94
3,87
0,105
1,80
4,176
3,24
1,82
1,220
4,87
1,129
2,15
4,57
4,225
2,144
1,115
1,484
1,160
4,15
0,108
3,39
2,224
2,163
1,32
0,182
1,433
1,193
3,189
3,50
4,35
1,122
2,11
3,77
3,24
2,26
2,40
3,37
0,40
0,35
4,155
3,161
2,24
1,91
1,43
0,57
0,220
2,294
4,142
0,40
2,128
2,16
2,153
4,109
0,70
4,62
1,221
2,70
2,57
2,44
0,1016
4,138
2,79
2,354
0,94
0,433
4,123
2,319
3,75
4,41
2,234
4,31
2,227
1,189
0,50
0,250
3,329
3,76
3,66
3,81
0,37
0,55
4,30
3,287
3,143
2,224
1,88
2,109
2,87
2,129
4,48
3,49
1,158
4,220
3,62
1,197
0,112
2,43
3,21
0,202
3,155
1,27
1,148
3,54
3,150
1,65
2,96
0,45
1,260
2,20
2,71
3,94
0,37
1,58
2,36
2,128
4,89
1,64
4,48
4,52
3,22
0,175
1,24
3,447
3,79
2,181
3,117
4,148
1,129
2,120
0,79
3,37
3,29
0,291
2,254
4,127
2,81
3,98
1,34
0,83
1,149
3,16
1,436
3,333
3,121
3,30
2,43
4,251
0,210
2,275
3,146
4,50
4,26
3,42
1,48
3,57
3,174
2,155
3,27
3,30
4,135
3,52
0,59
0,149
2,158
2,266
2,71
4,88
4,43
2,169
0,162
3,356
0,42
0,39
0,229
4,90
3,30
2,138
4,126
2,183
2,331
0,101
0,797
0,234
0,256
0,127
3,77
2,33
1,119
3,55
1,149
1,73
0,25
2,33
4,80
0,94
0,974
4,70
4,149
4,42
3,68
3,365
4,83
1,36
1,22
4,74
1,205
3,100
3,31
0,74
3,309
3,125
2,307
2,151
1,49
2,249
1,82
2,249
1,170
4,24
3,61
0,137
0,18
3,33
1,232
4,53
0,64
2,93
2,90
0,81
3,392
2,265
3,114
2,49
1,42
3,78
3,126
0,133
4,33
3,55
3,18
2,244
2,35
2,117
4,25
1,68
4,140
3,35
1,22
2,87
4,76
0,197
3,142
4,45
1,52
3,175
2,260
3,52
2,50
1,266
1,448
2,149
0,158
4,57
3,63
1,38
3,96
0,210
2,34
4,86
1,327
0,93
0,98
3,93
1,311
0,27
0,48
1,85
3,58
1,236
2,141
4,139
4,175
1,55
2,74
4,414
0,55
4,82
0,194
1,142
2,109
0,51
1,75
3,49
0,48
2,267
4,29
2,42
3,199
4,94
2,35
4,25
4,46
1,216
0,288
1,103
2,28
2,69
2,18
1,82
1,219
1,84
0,28
2,121
0,99
3,236
4,38
4,264
1,109
3,105
1,105
2,30
2,308
0,327
3,173
4,71
3,266
4,556
1,169
2,170
4,117
0,92
1,439
0,118
2,138
4,48
2,62
2,232
3,201
4,164
1,305
4,57
0,18
4,60
1,216
1,171
2,255
1,54
4,147
2,49
4,84
4,101
3,171
4,166
1,145
0,26
1,36
4,56
0,18
3,51
4,99
1,202
4,97
3,86
2,37
2,42
0,210
3,125
1,105
1,65
4,43
3,27
0,44
0,101
0,181
1,34
2,113
0,99
0,111
1,224
3,110
1,223
3,34
3,118
3,46
4,67
1,113
3,154
3,72
0,64
1,63
2,184
4,52
3,71
0,45
0,178
2,150
2,130
4,71
4,140
0,97
4,56
0,91
2,86
0,39
3,125
1,537
4,54
4,36
2,187
4,137
3,81
3,72
2,46
1,69
3,34
4,26
3,110
4,96
2,131
2,348
2,218
3,63
0,117
4,89
1,85
2,42
4,105
0,208
2,108
1,183
0,302
4,120
4,50
2,180
2,144
2,91
1,217
0,38
0,390
4,137
1,70
3,73
0,50
0,63
1,179
0,70
4,108
2,337
4,55
4,59
0,74
2,189
2,247
0,83
3,49
0,96
1,47
1,56
3,284
0,202
1,157
0,22
3,63
0,354
2,42
4,11
0,24
3,48
1,71
4,128
3,58
3,151
2,106
3,60
3,135
3,95
3,158
1,45
0,44
4,24
3,163
4,16
3,166
2,79
2,99
3,77
4,365
2,95
0,223
3,91
2,49
0,454
1,125
1,78
2,278
3,164
2,268
4,88
1,50
3,41
1,226
4,265
0,35
0,324
1,74
4,50
3,38
4,116
3,79
3,33
1,162
4,61
3,56
3,145
3,168
1,93
3,51
3,56
1,45
3,106
4,66
4,51
3,99
3,45
3,15
1,49
2,48
3,84
4,97
0,136
1,36
4,90
1,253
1,61
3,38
0,20
0,462
4,23
2,83
1,247
4,38
3,21
3,149
3,108
2,556
3,248
3,89
1,441
0,575
4,48
3,74
0,85
3,82
1,59
3,37
2,27
4,325
3,293
1,58
0,98
1,164
3,150
4,48
1,254
3,97
3,176
2,146
3,21
2,57
3,72
2,106
3,133
4,92
4,62
3,447
1,60
2,44
2,68
3,163
1,60
4,106
1,40
0,53
0,38
4,75
4,65
0,414
4,50
1,88
1,86
0,13
4,126
3,38
1,44
1,121
0,171
0,185
0,83
1,129
2,144
4,33
2,62
1,39
1,303
1,102
3,53
0,64
1,40
1,52
3,12
0,42
1,140
2,35
0,453
4,69
0,84
2,207
3,61
0,85
2,89
1,93
1,40
3,192
1,125
2,103
2,47
4,35
1,90
1,248
3,19
3,83
2,22
3,122
2,249
0,65
4,28
2,155
1,147
4,119
4,24
1,152
3,157
1,24
2,144
1,32
0,883
3,46
3,91
2,154
3,118
3,67
1,337
2,99
4,74
3,29
1,121
0,347
4,38
1,326
2,27
2,30
1,967
4,97
1,500
4,84
4,29
3,577
1,41
1,93
2,133
0,78
1,98
3,134
4,89
3,782
2,125
3,61
0,73
3,22
1,208
3,58
0,74
1,333
0,121
0,56
2,144
1,175
0,23
2,114
2,241
2,18
2,72
3,317
1,88
0,259
3,93
4,13
3,173
4,91
1,253
1,151
3,147
3,193
0,26
1,50
2,93
1,77
0,27
4,24
1,62
3,19
1,265
1,57
3,218
1,337
1,437
0,53
1,125
1,172
2,271
2,57
3,24
1,151
1,29
1,98
2,54
2,373
4,80
1,72
3,102
2,115
2,67
1,33
3,135
2,190
3,117
4,72
0,62
2,33
2,20
1,147
1,307
4,96
3,90
2,81
1,12
3,184
1,223
3,198
0,48
0,173
4,45
2,74
3,173
3,36
4,73
1,292
2,138
4,215
0,223
3,18
3,66
2,319
2,134
4,73
3,18
2,145
2,20
4,84
3,53
3,267
4,51
0,19
3,79
4,90
0,56
2,156
3,93
0,46
2,241
2,85
4,170
2,108
1,61
1,43
3,47
0,100
4,36
2,41
4,46
3,135
3,40
0,868
1,311
2,62
2,51
0,77
4,28
4,43
3,40
4,25
4,30
0,354
1,35
4,102
4,102
4,113
0,27
3,173
0,157
0,174
2,62
4,16
0,482
3,54
1,280
1,165
3,89
4,25
3,20
4,55
2,17
2,44
0,225
4,106
0,61
4,109
4,87
0,56
1,138
3,57
4,78
2,82
2,180
0,103
3,99
4,62
1,327
4,112
0,53
4,88
4,35
2,154
3,48
4,112
2,162
3,28
3,74
3,77
1,122
4,37
4,7
0,146
1,37
4,135
4,72
2,125
1,19
0,136
3,16
1,60
0,272
3,70
0,332
0,55
0,49
4,34
0,16
1,201
4,34
2,203
2,94
0,61
4,103
4,23
4,80
1,51
2,174
2,84
3,27
1,429
0,50
3,17
1,44
4,37
4,20
4,38
2,42
1,31
4,47
3,75
4,79
1,256
4,210
3,98
0,46
2,81
3,84
3,18
3,130
2,82
0,69
0,88
3,182
4,72
4,193
3,41
2,171
3,43
2,197
0,292
0,279
2,44
0,55
2,35
0,35
4,339
4,84
2,23
4,28
1,194
3,42
0,149
4,129
4,43
2,118
0,790
3,376
2,312
4,158
1,60
0,101
0,61
1,182
2,20
4,89
1,140
4,27
3,70
3,49
1,43
4,93
3,159
2,30
3,84
1,34
2,241
4,93
2,302
3,30
1,48
4,21
3,151
2,28
3,102
1,269
0,157
4,42
1,153
4,140
3,32
0,473
2,20
4,68
1,54
4,378
2,64
4,27
1,167
2,145
3,39
3,69
0,71
3,47
0,185
0,401
3,37
2,62
0,143
1,80
3,132
4,64
1,194
0,204
3,472
1,315
2,229
0,137
3,114
2,38
4,32
1,24
2,48
4,136
4,78
4,42
2,149
2,125
1,146
3,267
3,190
0,163
4,24
0,77
4,55
2,31
1,92
4,46
1,69
1,38
3,78
4,90
4,98
3,64
3,197
1,381
3,52
2,34
4,133
1,153
3,37
4,357
2,39
4,50
3,97
2,143
3,27
2,74
0,118
4,24
1,108
2,63
3,157
4,39
0,40
1,376
2,37
0,59
2,411
3,70
0,210
4,106
1,135
4,84
1,72
1,46
1,27
4,84
3,70
4,29
3,19
1,83
3,9
3,55
2,211
3,202
1,22
1,40
1,45
3,216
1,47
4,68
3,48
4,69
3,64
3,191
2,128
2,81
2,26
2,156
0,95
0,42
3,58
2,39
3,19
4,206
4,195
1,118
4,54
0,65
1,116
3,95
0,54
1,82
4,83
0,95
2,54
4,63
4,19
1,86
1,78
2,16
2,108
4,150
1,167
2,178
0,54
4,97
3,317
4,78
1,59
1,150
0,227
2,93
3,50
1,39
1,72
4,49
4,18
2,94
2,92
1,22
1,329
3,117
3,56
3,40
0,192
3,49
1,32
4,188
4,39
2,94
2,217
1,29
3,34
1,30
4,120
2,105
1,37
2,54
4,35
2,160
2,337
1,310
2,151
3,166
3,167
3,105
0,165
3,218
3,58
4,99
4,21
3,94
2,113
0,49
3,30
1,98
0,187
2,98
0,686
1,142
2,172
4,88
0,69
2,56
4,45
1,49
2,12
3,127
0,89
4,106
4,94
2,177
0,274
2,52
4,29
2,50
0,73
2,290
1,158
3,334
1,170
3,120
1,39
3,35
3,26
1,68
0,56
0,18
1,117
1,643
4,89
2,20
2,59
3,43
3,104
1,534
2,102
2,103
4,64
0,52
0,79
0,72
3,63
4,49
0,143
3,173
0,65
4,131
0,62
2,146
4,78
4,32
3,119
1,74
4,45
4,60
0,121
1,101
4,82
4,34
2,226
0,881
2,123
2,120
0,118
1,416
3,21
1,107
1,73
4,172
0,33
3,63
2,218
4,247
0,22
3,95
4,101
3,163
1,143
2,56
4,300
1,57
1,91
1,211
0,138
1,34
4,58
3,90
0,16
2,368
1,65
3,56
1,153
4,110
2,251
2,29
4,61
3,66
3,61
3,133
4,192
2,72
4,31
0,132
3,75
4,23
2,418
0,88
3,30
0,50
0,43
0,135
2,100
0,21
3,44
0,104
0,155
2,140
1,107
1,477
4,79
3,102
0,139
4,16
2,129
3,26
2,60
4,69
2,58
2,260
1,81
3,136
4,16
4,65
0,203
1,492
2,44
3,26
0,67
3,220
2,53
1,386
4,97
0,56
0,19
4,20
4,47
3,58
3,117
0,49
3,52
4,77
1,55
1,168
3,18
4,83
1,30
1,254
3,138
0,68
4,60
1,227
0,63
0,64
0,85
2,213
4,47
4,50
0,23
0,113
4,51
3,80
3,170
3,52
3,63
3,74
3,82
0,108
3,106
2,95
1,192
3,8
1,44
3,160
2,129
2,121
0,33
0,307
1,210
0,149
2,46
2,110
3,16
3,309
0,84
0,124
1,42
4,143
1,195
0,192
3,88
1,171
1,44
1,233
1,48
0,170
1,81
1,133
1,46
3,39
0,861
1,83
2,72
4,22
1,32
1,142
0,136
4,95
0,104
3,117
0,206
3,95
4,78
4,23
0,96
2,160
3,99
2,98
3,203
4,18
2,67
1,26
0,344
2,129
2,89
0,47
3,30
3,173
0,46
1,107
2,76
4,52
4,38
0,208
0,153
4,49
4,57
1,135
4,123
3,261
1,73
3,67
3,69
4,29
2,178
3,119
1,92
2,34
2,75
4,75
1,43
3,130
3,142
4,55
4,24
1,47
2,75
3,216
1,53
1,557
3,34
3,25
4,60
3,195
1,121
0,263
4,46
3,63
0,67
1,299
0,32
2,46
2,104
4,22
1,161
4,72
4,46
4,32
1,20
2,391
4,17
2,202
0,30
3,192
0,125
4,131
3,77
3,236
3,71
4,30
3,339
0,25
1,209
2,290
0,299
4,20
1,55
0,80
1,233
1,264
3,276
0,212
4,56
3,33
3,29
0,40
1,382
3,24
4,17
4,18
0,37
0,182
1,154
3,92
4,87
0,271
4,144
0,68
3,217
3,79
2,71
0,305
4,57
4,166
0,232
4,86
2,14
0,280
0,231
0,261
0,140
1,49
4,127
4,59
4,47
0,44
2,32
0,107
3,94
2,180
0,130
1,120
4,132
3,47
2,110
4,58
1,243
0,69
2,99
2,61
4,232
2,197
4,21
0,141
4,59
1,124
0,60
4,57
4,89
3,119
4,64
4,19
0,55
3,195
0,367
2,73
3,176
2,358
4,271
4,47
4,129
1,34
4,284
0,86
1,40
1,86
3,32
0,121
3,247
3,74
4,20
3,31
4,159
2,239
3,134
0,170
1,405
3,34
0,23
2,121
3,87
1,162
2,199
2,32
0,90
0,405
0,82
1,60
4,41
1,119
0,35
4,125
1,257
4,304
4,21
3,45
4,79
2,105
1,114
1,210
0,111
3,23
3,235
4,53
2,101
1,85
4,79
4,27
3,67
2,51
2,61
4,240
1,195
4,26
3,135
3,26
0,120
1,50
2,46
3,47
0,134
1,24
4,115
2,211
4,66
3,42
3,59
2,139
4,30
0,77
1,30
1,38
0,27
1,404
3,40
2,17
4,41
2,110
2,112
0,148
2,93
0,208
0,218
3,24
1,141
3,183
2,25
3,219
0,62
0,60
0,347
4,52
0,216
1,43
4,96
2,85
1,93
4,116
4,39
2,152
1,77
2,222
3,562
4,25
1,46
4,43
3,104
4,39
3,140
0,88
3,117
0,100
2,27
1,88
3,47
1,785
2,76
0,253
4,22
3,22
4,47
4,27
2,115
3,49
0,115
1,150
2,204
1,241
2,195
2,16
0,112
3,33
2,52
3,27
4,44
1,225
4,84
0,525
2,46
2,35
4,158
2,113
2,127
0,397
3,28
4,38
3,90
0,285
1,51
4,182
3,120
4,110
3,220
2,69
4,96
1,157
2,70
4,139
3,514
3,77
0,66
2,245
3,482
4,572
2,433
1,25
2,64
0,22
4,32
1,80
4,26
2,201
1,18
2,103
2,115
2,153
3,457
0,251
2,124
3,313
3,22
1,15
4,32
3,339
4,76
0,137
0,302
1,129
0,92
1,66
4,307
3,40
4,93
4,54
2,83
1,34
0,117
3,51
2,74
2,84
3,95
0,48
0,147
2,85
1,232
3,128
2,154
1,55
1,50
1,69
3,116
4,124
0,135
3,28
4,18
0,31
3,145
1,49
1,252
1,63
2,82
0,27
3,75
1,131
2,18
4,67
2,290
2,33
4,46
1,306
4,83
4,25
4,24
1,114
3,272
0,64
4,48
0,135
1,363
2,46
1,278
3,29
4,25
1,515
0,38
1,129
4,31
0,35
4,32
3,21
2,196
1,61
3,79
3,136
3,56
1,554
2,138
1,36
1,47
4,177
2,202
1,81
1,474
0,25
0,32
3,92
1,298
0,116
2,104
4,322
4,104
0,195
1,53
3,40
3,147
3,56
0,84
0,150
0,23
4,37
4,65
0,95
3,159
3,19
2,175
4,50
1,57
4,217
4,81
2,71
3,69
1,66
0,61
1,155
2,113
0,147
1,66
2,127
4,19
1,216
3,164
2,189
4,17
2,87
0,21
4,57
0,65
2,62
3,110
1,36
4,26
4,147
4,22
0,20
2,175
0,89
2,112
1,183
4,77
4,108
2,62
2,68
0,42
2,152
2,124
0,43
1,83
2,530
3,427
0,126
1,103
2,36
0,91
4,54
1,142
1,262
4,54
4,113
1,19
1,25
4,73
0,305
0,132
3,154
0,68
2,70
2,63
1,77
1,193
1,101
0,72
2,112
2,145
4,85
2,114
3,44
2,44
4,38
4,23
1,120
4,28
0,145
1,147
0,281
4,35
0,59
3,193
2,124
4,40
2,96
2,162
1,69
1,186
3,69
0,300
2,26
4,57
1,81
3,135
1,47
0,355
2,104
0,117
4,79
0,50
0,148
2,240
2,89
4,58
3,172
1,144
1,124
1,111
3,51
2,72
0,143
1,150
4,191
1,290
4,32
1,208
0,50
0,45
1,126
0,60
3,70
0,103
1,554
1,450
0,391
1,148
3,168
1,72
4,208
4,21
0,109
2,242
2,183
4,114
3,126
2,162
0,194
4,23
3,135
4,22
4,32
4,26
1,49
1,96
1,22
0,32
4,37
